Age,Gender,Family_History,Company_Size,Tech_Company,Wellness_Program,Anonymity_Protected,Leave_Difficulty,Work_Interfere,Benefits,Care_Options,Comments,Target_Sought_Treatment,Survey_Year
32.0,Male,No,1-5,Yes,Yes,Yes,Very easy,Rarely,No,Yes,no comment,1,2014
44.0,Male,No,More than 1000,No,No,Don't know,Don't know,Sometimes,No,No,no comment,1,2014
33.0,Female,No,100-500,Yes,No,Don't know,Very easy,Never,Don't know,Not sure,no comment,1,2014
45.0,Female,No,26-100,No,Don't know,Don't know,Don't know,Rarely,Don't know,No,no comment,1,2014
35.0,Male,No,6-25,Yes,Don't know,Yes,Don't know,,Don't know,Not sure,Mental health at work is not an issue if you leave work problems at work that may be easier for those of us not in a support role.,0,2014
26.0,Male,Yes,1-5,Yes,No,Don't know,Don't know,Often,No,No,no comment,1,2014
20.0,Female,No,26-100,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,no comment,1,2014
,Other,Yes,1-5,Yes,Yes,Yes,Very easy,Often,Yes,Yes,password: testered,1,2014
37.0,Male,Yes,6-25,Yes,No,Yes,Somewhat easy,Sometimes,No,No,no comment,0,2014
28.0,Male,No,More than 1000,No,No,Yes,Somewhat easy,,Yes,No,no comment,0,2014
42.0,Female,Yes,26-100,No,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
32.0,Male,No,26-100,Yes,No,Don't know,Don't know,,No,No,no comment,0,2014
36.0,Female,Yes,More than 1000,Yes,No,Yes,Somewhat easy,Rarely,Yes,Yes,no comment,1,2014
27.0,Male,No,26-100,Yes,No,No,Somewhat difficult,Rarely,No,Yes,no comment,0,2014
27.0,Male,No,26-100,Yes,No,No,Somewhat difficult,Rarely,No,Yes,no comment,0,2014
27.0,Male,No,More than 1000,No,No,Yes,Somewhat easy,Sometimes,No,No,suffer from CR-PTSD so all answered based on that,1,2014
25.0,Male,Yes,26-100,Yes,No,Yes,Very easy,Sometimes,No,No,Since being advised by Occupational Health that the tempo and spontenaity of the office environment was likely to have a negative effect on my mental health (I'm schizoaffective) I've been moved to 100% remote (home) working. The company have furnished a home office for me and I am only required to attend the office once a month to keep in touch,1,2014
41.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat difficult,,No,No,no comment,0,2014
23.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,Not sure,no comment,1,2014
21.0,Male,No,More than 1000,No,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2014
26.0,Male,No,26-100,Yes,No,Yes,Very difficult,Often,No,Yes,no comment,1,2014
29.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,Rarely,Don't know,Not sure,no comment,0,2014
28.0,Male,No,More than 1000,No,No,Don't know,Somewhat easy,Sometimes,No,No,no comment,0,2014
27.0,Female,Yes,More than 1000,No,No,Yes,Don't know,,No,Yes,no comment,0,2014
23.0,Male,No,More than 1000,No,Yes,Yes,Somewhat difficult,Never,No,Yes,no comment,0,2014
26.0,Female,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
38.0,Male,Yes,1-5,Yes,Don't know,Don't know,Very easy,Sometimes,No,Not sure,no comment,1,2014
39.0,Male,Yes,More than 1000,No,No,Yes,Very easy,Sometimes,No,No,Despite the impression that several 'no' responses might give my employer has been very supportive. But then I work in health care.,1,2014
35.0,Male,Yes,More than 1000,No,No,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2014
32.0,Male,No,6-25,Yes,No,Don't know,Don't know,Rarely,Yes,Not sure,no comment,0,2014
32.0,Male,No,More than 1000,Yes,Yes,Yes,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2014
26.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,No,No,no comment,0,2014
38.0,Male,Yes,100-500,Yes,No,Don't know,Don't know,Rarely,Don't know,Not sure,no comment,1,2014
34.0,Female,Yes,26-100,No,Yes,Yes,Very easy,Rarely,Yes,Yes,no comment,0,2014
39.0,Male,Yes,26-100,No,No,Don't know,Somewhat easy,Often,Don't know,Not sure,no comment,1,2014
32.0,Male,No,6-25,Yes,No,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2014
37.0,Male,No,1-5,Yes,Don't know,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2014
31.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Never,Don't know,Not sure,When I've had a depression I was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions.,1,2014
30.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Rarely,No,Yes,People have often felt uncomfortable with my story while most of it happened a decade ago. I used to be quite open about it and have since kept it quietly tucked away. While I sometimes have waves of depression I have learned to cope with the affects.,1,2014
51.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2014
29.0,Male,No,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
31.0,Male,No,100-500,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,0,2014
31.0,Male,No,26-100,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
26.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,No,no comment,1,2014
46.0,Female,No,100-500,No,No,Yes,Don't know,Often,Yes,Yes,no comment,1,2014
32.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,No,no comment,0,2014
29.0,Male,Yes,26-100,No,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
34.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2014
26.0,Male,No,6-25,Yes,No,No,Very difficult,Often,No,No,no comment,0,2014
32.0,Female,No,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2014
29.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
30.0,Male,No,More than 1000,No,Yes,Don't know,Don't know,,Yes,No,no comment,0,2014
40.0,Female,Yes,26-100,Yes,No,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
23.0,Male,No,1-5,Yes,No,Don't know,Very difficult,Sometimes,No,No,I burnt out this year. I worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot.I became depressed and anxious and had trouble eating sleeping and generally being myself. As my depression worsened I was regularly late for work couldn't perform as well as I should and became irritable with my colleagues.My employers response after a while was to send me private messages complaining about my lateness which only worsened the situation. I was prescribed 3 weeks off work by my doctor which my employer agreed to only to come back after to find I had been on 'statutory pay' which was roughly half of what I was expecting and was not enough to cover my rent bills AND food. This made me worse and sent me into another depression until I eventually admitted defeat gave up working and left the company. It took me months to recover and I'm now left (over 6 months after this all started) recovering from the fallout I created leaving employment with hardly any money to my name.I had previously been told by my employer that I was too young to burn out and (stupidly) trusted them. I did not feel comfortable discussing my problems with my employer because each time I was met with an attitude that I had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so I too wouldn't be fired.,1,2014
20.0,Male,No,26-100,No,No,Don't know,Very difficult,Rarely,No,No,no comment,0,2014
38.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat difficult,,Don't know,No,no comment,0,2014
26.0,Female,Yes,100-500,Yes,No,Don't know,Don't know,Rarely,Yes,No,no comment,1,2014
29.0,Male,No,26-100,Yes,No,Don't know,Don't know,Never,No,No,no comment,0,2014
40.0,Male,No,1-5,Yes,No,Don't know,Somewhat easy,Sometimes,No,Yes,no comment,0,2014
25.0,Female,No,26-100,Yes,No,Don't know,Don't know,Sometimes,No,No,no comment,1,2014
32.0,Female,No,26-100,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
38.0,Male,Yes,More than 1000,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
72.0,Female,Yes,500-1000,No,Don't know,Don't know,Somewhat easy,Never,Yes,Not sure,no comment,1,2014
35.0,Female,Yes,1-5,Yes,No,Yes,Don't know,Sometimes,No,No,no comment,1,2014
28.0,Female,No,6-25,Yes,No,Don't know,Very difficult,Often,No,Yes,no comment,1,2014
27.0,Other,No,100-500,No,Don't know,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2014
56.0,Female,No,1-5,Yes,Don't know,Don't know,Don't know,Rarely,Don't know,Not sure,I'm self-employed on contract with small start-up. Covered through spouse's insurance.,0,2014
38.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
31.0,Female,No,26-100,Yes,No,Yes,Very easy,,Don't know,Not sure,no comment,0,2014
40.0,Male,Yes,6-25,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
44.0,Male,Yes,100-500,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,My mental health issues were the direct result of the trauma from childhood abuse. Most (all?) of the Prompt-sponsored/related presentations I've seen have been about congenital mental health issues that are treatable with continued medication. For me medication only provided temporary assistance. I needed years of (continuing) therapy to deal with PTSD and related disorders (depression anxiety suicidal tendencies others). I haven't seen many in our community discussing trauma-related mental health issues but they are just as real and just as debilitating.,1,2014
34.0,Male,Yes,More than 1000,Yes,Yes,Yes,Don't know,Sometimes,Yes,Not sure,no comment,0,2014
37.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Don't know,No,no comment,0,2014
38.0,Male,No,26-100,Yes,Don't know,Yes,Don't know,Never,Don't know,Not sure,no comment,0,2014
27.0,Male,No,26-100,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
34.0,Female,No,500-1000,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
35.0,Female,No,1-5,Yes,No,No,Don't know,Rarely,Don't know,No,no comment,0,2014
34.0,Male,No,6-25,Yes,No,Don't know,Somewhat difficult,Often,No,No,no comment,1,2014
32.0,Male,No,26-100,Yes,No,Don't know,Very difficult,Often,Yes,Not sure,no comment,1,2014
25.0,Male,No,100-500,Yes,No,Don't know,Don't know,,Don't know,Not sure,no comment,0,2014
28.0,Male,No,100-500,Yes,No,Don't know,Don't know,Often,No,Yes,no comment,1,2014
28.0,Female,No,6-25,Yes,No,Don't know,Somewhat easy,Rarely,Yes,No,no comment,1,2014
31.0,Male,No,1-5,Yes,No,No,Don't know,,No,Yes,no comment,1,2014
24.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,,Don't know,Not sure,no comment,0,2014
34.0,Male,Yes,1-5,Yes,No,Don't know,Don't know,Never,No,No,no comment,1,2014
32.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,Sometimes,No,No,no comment,1,2014
34.0,Male,Yes,26-100,No,No,Don't know,Somewhat easy,Often,Don't know,Not sure,no comment,0,2014
23.0,Male,No,1-5,Yes,No,No,Very easy,Sometimes,No,Yes,no comment,1,2014
33.0,Male,Yes,100-500,Yes,No,Don't know,Somewhat easy,Often,No,Yes,no comment,0,2014
29.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,Not sure,it is my opinion that bad mental health is a red flag for employers and i would never bring it up.,1,2014
24.0,Male,Yes,1-5,Yes,No,Don't know,Don't know,,No,No,no comment,0,2014
45.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2014
34.0,Female,No,More than 1000,No,No,Yes,Somewhat difficult,Sometimes,No,Yes,no comment,1,2014
31.0,Male,No,More than 1000,Yes,No,Don't know,Very difficult,Sometimes,Don't know,No,no comment,0,2014
33.0,Male,No,26-100,Yes,No,Yes,Don't know,Often,Yes,Yes,no comment,1,2014
28.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,,No,Not sure,no comment,0,2014
27.0,Male,No,More than 1000,No,No,Don't know,Don't know,Rarely,Don't know,Not sure,no comment,0,2014
42.0,Male,No,26-100,Yes,No,No,Somewhat difficult,Never,No,Yes,no comment,0,2014
28.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,,No,Not sure,no comment,0,2014
38.0,Male,No,More than 1000,Yes,Yes,Yes,Very easy,Sometimes,Yes,No,I openly discuss my mental health struggles. I have found that doing so encourages people who also struggle to seek treatment. I'm willing to risk losing the support of people who don't understand if it helps those who understand all too well.,1,2014
46.0,Male,Yes,26-100,Yes,No,Don't know,Don't know,Often,Don't know,No,no comment,1,2014
46.0,Male,Yes,100-500,Yes,Don't know,Don't know,Don't know,Sometimes,Don't know,Not sure,Just starting a new job hence the numerous I don't know selections.,1,2014
41.0,Female,No,1-5,Yes,Don't know,No,Somewhat easy,Rarely,Don't know,Yes,The data will be skewed for self-employed people as the questions contain some bias.Having said that: being self-employed I *choose* to work for companies which want to employ *me* not just my skills but including my opinions my life-experience etc. If a potential contract/job doesn't *feel* right I prefer to not take it (and be poor) than to compromise myself.,1,2014
23.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Don't know,No,Although my employer does everything they can to accommodate employees with mental health problems when those individuals cannot carry out any work assigned to them (even over the course of months) they appear to have no alternative but to terminate their employment. However I believe this would be the same for a physical health problem. ,0,2014
24.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2014
23.0,Female,No,26-100,Yes,Yes,Don't know,Don't know,Rarely,No,Yes,no comment,1,2014
39.0,Male,No,More than 1000,No,Yes,Don't know,Somewhat easy,,Yes,Not sure,no comment,0,2014
32.0,Female,Yes,More than 1000,Yes,Don't know,Yes,Don't know,Never,Yes,Yes,no comment,0,2014
25.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat easy,Sometimes,Don't know,Yes,no comment,1,2014
39.0,Male,No,6-25,Yes,No,Yes,Don't know,,No,No,no comment,0,2014
23.0,Female,Yes,6-25,Yes,No,Yes,Very easy,Sometimes,No,Yes,no comment,1,2014
24.0,Other,No,6-25,Yes,No,Don't know,Don't know,Sometimes,No,No,no comment,1,2014
25.0,Male,Yes,More than 1000,No,Yes,Yes,Very easy,Sometimes,Yes,Yes,I work at a large university with a track record of health and wellbeing support,1,2014
23.0,Male,No,6-25,Yes,No,Don't know,Don't know,Rarely,No,Yes,no comment,1,2014
24.0,Other,No,6-25,No,No,Don't know,Don't know,Sometimes,Don't know,No,i'm in a country with social health care so my options are not dependant on my employer. this makes a few of the early questions less relevant than they would be for a resident of the US.,1,2014
23.0,Male,No,26-100,Yes,Yes,Don't know,Don't know,Often,Yes,Yes,no comment,1,2014
60.0,Male,No,More than 1000,Yes,Yes,Don't know,Somewhat easy,Often,Don't know,No,no comment,1,2014
28.0,Male,No,26-100,Yes,No,Yes,Don't know,Sometimes,No,Yes,no comment,0,2014
28.0,Male,Yes,More than 1000,No,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2014
30.0,Male,No,500-1000,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2014
31.0,Male,Yes,100-500,Yes,No,Yes,Somewhat easy,Sometimes,Don't know,No,no comment,1,2014
31.0,Male,No,6-25,Yes,No,Don't know,Somewhat easy,Often,No,No,no comment,1,2014
28.0,Male,No,26-100,Yes,No,Don't know,Don't know,Rarely,Don't know,No,no comment,1,2014
43.0,Female,Yes,More than 1000,Yes,No,Don't know,Don't know,Rarely,Yes,Yes,no comment,1,2014
32.0,Female,No,More than 1000,No,No,Don't know,Don't know,,No,No,no comment,0,2014
22.0,Male,Yes,100-500,No,Yes,Yes,Don't know,Often,Yes,Yes,In australia all organisations of a certain size have to provide free access to a 'employee assistance program' to discuss work and personal issues.EAPs are an external provider totally confidential and anonymous (ring up andsay the name of who you work for - so they know to bill your work)  and they offer phone and face to face consults.,1,2014
32.0,Male,No,100-500,Yes,Don't know,Don't know,Somewhat easy,Never,Yes,Not sure,no comment,0,2014
36.0,Male,No,6-25,Yes,No,No,Very difficult,Often,No,No,no comment,1,2014
41.0,Female,Yes,26-100,Yes,No,Don't know,Don't know,Sometimes,Yes,No,no comment,1,2014
30.0,Male,Yes,26-100,Yes,Don't know,Yes,Very easy,Sometimes,Yes,Yes,Bipolar disorder ,1,2014
30.0,Male,Yes,26-100,Yes,Yes,Don't know,Don't know,Often,Yes,Not sure,no comment,1,2014
36.0,Male,Yes,100-500,No,No,Don't know,Somewhat easy,Often,No,Yes,no comment,1,2014
29.0,Male,Yes,100-500,Yes,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
36.0,Male,Yes,More than 1000,No,Yes,Don't know,Somewhat easy,Rarely,Don't know,No,no comment,0,2014
26.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,,No,No,no comment,1,2014
32.0,Male,Yes,26-100,Yes,No,Yes,Somewhat difficult,Often,Yes,Yes,no comment,1,2014
34.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2014
46.0,Female,No,100-500,Yes,No,Don't know,Don't know,,No,Yes,no comment,0,2014
25.0,Male,Yes,26-100,No,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2014
39.0,Male,No,26-100,Yes,No,Don't know,Very easy,Never,Not eligible for coverage / N/A,,no comment,0,2016
29.0,Male,Yes,6-25,Yes,Yes,Yes,Somewhat easy,Sometimes,No,Yes,no comment,1,2016
38.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,No,,no comment,1,2016
43.0,Male,No,,,,,,Sometimes,,,no comment,1,2016
43.0,Female,Yes,6-25,No,No,No,Don't know,Sometimes,Yes,Yes,no comment,1,2016
42.0,Male,No,More than 1000,Yes,No,Yes,Somewhat easy,Often,Yes,Not sure,no comment,1,2016
30.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Don't know,No,no comment,0,2016
37.0,Female,Yes,More than 1000,Yes,No,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
44.0,Female,Yes,26-100,No,No,Don't know,Very difficult,Often,Don't know,No,no comment,1,2016
30.0,Male,Yes,,,,,,Often,,,no comment,1,2016
28.0,Male,Don't know,26-100,Yes,Yes,Yes,Very easy,Often,Yes,Not sure,no comment,1,2016
34.0,Male,Yes,100-500,No,No,Don't know,Somewhat difficult,Rarely,Yes,Yes,no comment,1,2016
30.0,Female,Yes,100-500,Yes,No,Yes,Very easy,Sometimes,Yes,Not sure,no comment,1,2016
44.0,Male,No,100-500,No,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,0,2016
35.0,Male,Yes,100-500,Yes,No,Yes,Very easy,Sometimes,Yes,Yes,no comment,1,2016
52.0,Male,Yes,100-500,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2016
32.0,Other,Yes,26-100,Yes,No,Don't know,Very difficult,Often,Not eligible for coverage / N/A,No,no comment,1,2016
34.0,Male,No,500-1000,Yes,No,Don't know,Don't know,Never,No,No,no comment,0,2016
25.0,Female,Don't know,,,,,,Often,,,no comment,1,2016
31.0,Male,Yes,100-500,No,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,1,2016
26.0,Male,Yes,6-25,Yes,No,Don't know,Very easy,Never,No,,no comment,0,2016
35.0,Male,No,More than 1000,No,Yes,Don't know,Somewhat easy,Never,Yes,No,no comment,0,2016
25.0,Male,Don't know,26-100,Yes,No,Don't know,Very easy,Never,Yes,Yes,no comment,0,2016
33.0,Male,Yes,1-5,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
38.0,Male,No,,,,,,Never,,,no comment,0,2016
42.0,Male,No,100-500,No,Don't know,Yes,Very easy,Never,Yes,Yes,no comment,0,2016
27.0,Male,Don't know,26-100,No,No,Don't know,Very difficult,Often,No,No,no comment,1,2016
35.0,Male,No,100-500,Yes,No,Don't know,Somewhat difficult,Often,Don't know,No,no comment,1,2016
34.0,Female,Yes,500-1000,No,Yes,Don't know,Don't know,Often,Don't know,No,no comment,1,2016
32.0,Other,Yes,6-25,Yes,No,Yes,Somewhat easy,Often,Not eligible for coverage / N/A,,no comment,1,2016
32.0,Other,Yes,100-500,Yes,No,Don't know,Somewhat easy,Often,Not eligible for coverage / N/A,Yes,no comment,1,2016
30.0,Male,No,100-500,Yes,No,Yes,Very easy,Sometimes,Yes,Yes,no comment,1,2016
31.0,Male,Don't know,More than 1000,Yes,No,Don't know,Very easy,Often,Don't know,Not sure,no comment,0,2016
37.0,Male,No,,,,,,Never,,,no comment,0,2016
36.0,Male,No,26-100,Yes,No,Yes,Very easy,Sometimes,Yes,Not sure,no comment,0,2016
33.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Never,No,No,no comment,0,2016
44.0,Male,Yes,26-100,Yes,No,Yes,Very easy,Often,Yes,Not sure,no comment,1,2016
29.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Sometimes,No,Yes,no comment,0,2016
29.0,Male,Yes,100-500,Yes,Yes,Don't know,Somewhat easy,Sometimes,No,Not sure,no comment,1,2016
44.0,Male,Don't know,More than 1000,Yes,Don't know,Don't know,Don't know,Never,Yes,Yes,no comment,0,2016
34.0,Male,Yes,,,,,,Sometimes,,,no comment,0,2016
40.0,Male,Don't know,100-500,Yes,No,Yes,Somewhat easy,Sometimes,Yes,Not sure,no comment,1,2016
46.0,Other,Yes,More than 1000,Yes,No,Yes,Somewhat difficult,Often,Yes,Not sure,no comment,1,2016
28.0,Male,Yes,,,,,,Often,,,no comment,1,2016
41.0,Male,No,More than 1000,No,No,No,Somewhat difficult,Never,No,Not sure,no comment,0,2016
33.0,Male,Yes,6-25,Yes,Don't know,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2016
32.0,Male,Yes,,,,,,Often,,,no comment,1,2016
45.0,Male,Don't know,6-25,Yes,No,Don't know,Don't know,Sometimes,Don't know,No,no comment,0,2016
43.0,Male,Yes,,,,,,Never,,,no comment,1,2016
37.0,Female,No,6-25,Yes,No,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
37.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat easy,Often,No,,no comment,1,2016
27.0,Male,Yes,6-25,Yes,No,Yes,Very easy,Never,Yes,Yes,no comment,0,2016
31.0,Male,No,,,,,,Never,,,no comment,0,2016
36.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2016
34.0,Male,No,500-1000,No,No,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
31.0,Female,No,More than 1000,No,Yes,Don't know,Somewhat difficult,Never,Yes,No,no comment,0,2016
30.0,Male,Yes,26-100,Yes,No,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2016
32.0,Male,Yes,100-500,No,No,Yes,Somewhat difficult,Often,Yes,Yes,no comment,0,2016
40.0,Female,Don't know,6-25,No,No,Don't know,Somewhat difficult,Never,Yes,Not sure,no comment,0,2016
40.0,Male,Don't know,100-500,No,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2016
41.0,Male,Don't know,More than 1000,Yes,Yes,Don't know,Don't know,Sometimes,Yes,Not sure,no comment,0,2016
27.0,Male,No,26-100,No,No,Don't know,Very difficult,Often,Not eligible for coverage / N/A,,no comment,1,2016
30.0,Male,No,26-100,Yes,No,Don't know,Somewhat easy,Never,Yes,Yes,no comment,0,2016
29.0,Male,Don't know,,,,,,Never,,,no comment,0,2016
38.0,Male,No,,,,,,Never,,,no comment,0,2016
35.0,Male,No,,,,,,Never,,,no comment,0,2016
35.0,Female,Yes,6-25,No,No,Don't know,Somewhat difficult,Often,No,Yes,no comment,1,2016
29.0,Male,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Often,Yes,Not sure,no comment,1,2016
28.0,Male,Yes,100-500,Yes,No,Yes,Don't know,Never,Yes,Not sure,no comment,0,2016
27.0,Male,Don't know,26-100,No,No,Yes,Very easy,Often,No,Yes,no comment,1,2016
39.0,Male,No,,,,,,Never,,,no comment,1,2016
28.0,Male,No,100-500,Yes,No,Don't know,Don't know,Never,Yes,Not sure,no comment,0,2016
46.0,Male,Yes,6-25,No,No,Don't know,Very difficult,Never,Don't know,No,no comment,0,2016
40.0,Male,No,1-5,Yes,No,Don't know,Very easy,Never,No,No,no comment,1,2016
37.0,Male,Yes,26-100,Yes,No,Yes,Very easy,Sometimes,Yes,Yes,no comment,0,2016
41.0,Male,Yes,26-100,Yes,No,Don't know,Very easy,Never,No,,no comment,0,2016
19.0,Male,Don't know,,,,,,Never,,,no comment,0,2016
38.0,Female,No,6-25,Yes,No,No,Somewhat easy,Never,Don't know,Not sure,no comment,0,2016
33.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Never,Don't know,Not sure,no comment,0,2016
33.0,Male,Yes,26-100,Yes,No,Yes,Very easy,Sometimes,Yes,Yes,no comment,1,2016
21.0,Male,No,1-5,Yes,No,Yes,Don't know,Never,Yes,Yes,no comment,0,2016
36.0,Male,Yes,1-5,Yes,No,Don't know,Very difficult,Often,No,No,no comment,0,2016
39.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
35.0,Male,No,26-100,Yes,No,Yes,Somewhat easy,Never,Don't know,Not sure,no comment,0,2016
36.0,Male,Yes,,,,,,Sometimes,,,no comment,1,2016
45.0,Male,No,6-25,Yes,No,Don't know,Don't know,Never,Yes,No,no comment,0,2016
41.0,Male,No,26-100,Yes,No,Don't know,Somewhat difficult,Rarely,Don't know,No,no comment,0,2016
35.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat difficult,Often,Don't know,Not sure,no comment,1,2016
30.0,Male,Don't know,,,,,,Often,,,no comment,1,2016
24.0,Female,Yes,26-100,Yes,Yes,Yes,Very easy,Often,Don't know,Not sure,no comment,1,2016
33.0,Male,Don't know,100-500,No,No,Don't know,Don't know,Sometimes,No,,no comment,1,2016
35.0,Male,Yes,More than 1000,Yes,Don't know,Don't know,Don't know,Often,Yes,Yes,no comment,1,2016
26.0,Male,No,6-25,Yes,Yes,Don't know,Don't know,Sometimes,No,,no comment,0,2016
,Male,No,6-25,Yes,No,Don't know,Somewhat difficult,Sometimes,No,,no comment,0,2016
29.0,Female,No,6-25,No,No,Don't know,Don't know,Often,Don't know,Not sure,no comment,1,2016
26.0,Male,Yes,100-500,Yes,No,Don't know,Don't know,Often,Yes,Not sure,no comment,1,2016
36.0,Female,No,26-100,Yes,No,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2016
46.0,Male,Don't know,26-100,Yes,Yes,Yes,Don't know,Never,Don't know,Not sure,no comment,0,2016
39.0,Male,Yes,,,,,,Never,,,no comment,0,2016
28.0,Female,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,no comment,1,2016
40.0,Male,No,500-1000,Yes,Don't know,Don't know,Don't know,Never,Yes,No,no comment,0,2016
23.0,Male,Don't know,100-500,Yes,No,Don't know,Don't know,Often,Don't know,No,no comment,1,2016
30.0,Male,Yes,6-25,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2016
28.0,Other,Yes,26-100,Yes,Don't know,Don't know,Very easy,Never,Don't know,Not sure,no comment,0,2016
27.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,No,Not sure,no comment,0,2016
31.0,Male,No,,,,,,Often,,,no comment,1,2016
39.0,Female,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2016
34.0,Female,Yes,More than 1000,Yes,No,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2016
30.0,Male,No,6-25,Yes,No,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
30.0,Male,Don't know,,,,,,Often,,,no comment,1,2016
31.0,Male,No,100-500,No,No,Don't know,Somewhat easy,Never,Don't know,No,no comment,0,2016
30.0,Male,Yes,26-100,Yes,Yes,Yes,Very easy,Often,Yes,Yes,no comment,1,2016
